PLAYER,A,BLK,DEF,OFF,PF,PTS,STL,TO,TOT,3P,3PA,FG,FGA,FT,FTA,MINS,TEAM,PER
Luka Kamber,1,0,4,4,9,2,2,5,8,0,2,1,6,0,0,43,Nicholls State,-6.4179139046846405
Luka Milosavljevic,0,0,1,0,3,0,0,4,1,0,3,0,3,0,0,20,Iona,-33.67523907426797
Luka Radovic,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,SIU - Edwardsville,28.152216857633796
Luka Vulikic,21,8,62,19,38,87,11,26,81,3,12,33,75,18,32,464,Eastern Washington,14.89798429715085
Lukas Bergang,0,2,0,0,11,4,1,0,0,0,0,0,0,4,4,28,Charlotte,11.17183147795751
Lukas Jarrett,21,25,73,25,41,107,17,33,98,5,20,43,97,16,20,520,Lafayette,9.233628544911733
Lukas Meisner,15,10,76,18,38,93,2,21,94,14,40,34,73,11,24,336,Columbia,20.74730038195204
Luke Doyle,35,3,95,11,57,300,20,30,106,66,180,109,272,16,27,868,Stetson,19.54651446203636
Luke Eddy,100,8,78,12,39,212,21,54,90,31,92,64,161,53,67,732,Elon University,23.795375784980195
Luke Fischer,35,46,94,79,99,322,17,34,173,0,0,137,211,48,81,698,Marquette,43.66033312265943
Luke Kennard,76,9,123,35,69,595,24,49,158,74,163,198,393,125,148,1064,Duke,43.021429945907364
Luke Knapke,31,24,83,31,80,199,6,35,114,14,28,77,132,31,42,550,Toledo,29.4206992689758
Luke Kornet,36,62,134,51,71,403,16,41,185,49,138,127,302,100,117,931,Vanderbilt,35.85514207189825
Luke Maye,31,6,55,44,46,128,13,25,99,9,23,53,115,13,26,360,North Carolina,15.63210053819804
Luke McDonnell,4,10,31,18,25,72,6,17,49,7,22,25,53,15,22,207,Northern Iowa,29.130943013691837
Luke Meikle,17,11,92,22,53,215,17,33,114,27,95,84,230,20,31,669,Cal Poly SLO,17.51694427106462
Luke Meyer,13,34,91,45,73,162,11,15,136,17,50,57,117,31,38,548,Central Michigan,28.170949817257235
Luke Morrison,19,8,110,24,56,253,13,35,134,66,187,91,233,5,7,585,Army,24.060778036805523
Luke Neff,1,0,6,2,4,9,1,1,8,1,8,2,10,4,4,40,Denver,12.246371933283653
Luke Nelson,31,3,32,2,25,196,20,32,34,32,77,63,140,38,56,292,UC Irvine,44.73042329010253
Luke Petrasek,49,17,118,23,53,385,31,51,141,41,110,138,287,68,84,735,Columbia,37.929813475505995
Luke Rosinski,2,5,21,11,19,7,1,9,32,0,0,3,14,1,5,129,New Hampshire,1.7264887245526552
Luke Vargo,4,5,20,7,26,18,4,5,27,4,13,7,26,0,4,202,High Point,4.924718181624563
Luke Walker,0,0,4,1,2,6,0,3,5,0,0,3,9,0,2,25,Louisiana Tech,-8.389566023378006
Luuk van Bree,29,14,94,13,95,207,26,43,107,38,115,74,189,21,33,644,Bradley,18.64961538952631
Luwane Pipkins,75,1,59,17,63,309,62,47,76,64,202,101,300,43,67,848,Massachusetts,10.902498662457644
Lyles Davis,2,0,4,0,0,2,2,0,4,0,0,1,1,0,2,8,Clemson,71.73708884160901
Lynrick Moxey,2,0,2,0,3,9,2,5,2,0,0,4,6,1,2,44,Western Illinois,8.738959274196038
Lysander Bracey,27,4,29,9,32,125,13,25,38,32,103,40,122,13,15,456,Hampton,14.40444488752306
MaCio Teague,82,6,126,17,44,492,33,29,143,66,147,163,344,100,112,1054,N.C. Asheville,38.2243732236329
Mac Hoffman,24,12,144,56,98,192,7,42,200,0,0,72,134,48,75,674,Army,21.879627898277455
Maciej Bender,8,11,14,13,15,36,2,4,27,1,6,13,38,9,16,140,West Virginia,21.444517876848085
Madison Jones,98,4,59,14,81,162,49,55,73,13,40,57,142,35,52,840,Seton Hall,17.17458064589949
Madison Williams,12,0,23,0,28,39,11,19,23,1,15,15,47,8,19,244,Illinois St.,1.6976848185244455
Mahamadou Kaba-Camara,0,10,20,13,38,18,3,6,33,0,0,8,15,2,7,177,CSU Northridge,9.646096195761837
Mahir Johnson,0,0,3,3,2,20,0,4,6,1,1,9,16,1,1,31,Delaware State,34.30545223486209
Maik Kotsar,19,12,82,59,93,171,20,37,141,0,0,76,153,19,44,672,South Carolina,6.69228890431935
Maishe Dailey,5,1,16,3,6,27,4,5,19,4,12,10,22,3,6,89,Iowa,8.432578657664733
Major Canady,25,0,18,4,18,28,4,10,22,5,20,9,33,5,10,179,Drexel,10.283469767882373
Makale Foreman,5,0,8,3,19,65,4,8,11,19,63,22,69,2,2,258,Chattanooga,8.973230307099339
Makinde London,20,14,72,18,58,150,17,41,90,18,60,54,127,24,35,400,Chattanooga,23.855421014175135
Malachi Alexander,63,12,129,30,75,427,57,58,159,57,146,149,337,72,112,1104,Holy Cross,30.999466646379883
Malachi Flynn,83,1,71,6,53,281,17,60,77,55,137,97,235,32,43,928,Washington St.,17.725421425421782
Malcolm Allen,4,0,6,1,5,11,3,3,7,0,3,4,9,3,4,64,Stanford,14.582635803182628
Malcolm Bernard,46,10,72,36,79,180,27,45,108,34,89,61,153,24,41,821,Xavier,15.89363893259355
Malcolm Brent,1,0,2,0,10,17,0,2,2,3,9,6,18,2,3,53,MD Baltimore Cty,3.9669747517464065
Malcolm Drumwright,112,6,65,9,84,390,18,76,74,56,154,140,335,54,67,1027,Jacksonville St.,22.256127546295545
Malcolm Hill,89,9,133,28,63,513,34,60,161,50,142,162,363,139,177,972,Illinois,5.783823819859838
Malcolm Laws,0,0,1,0,0,2,1,0,1,0,1,1,4,0,1,7,Nebraska,2.9264172137381976
Malcolm Regisford,32,25,162,62,82,245,13,68,224,1,3,94,192,56,105,790,Colgate,23.251580715808252
Malcolm Wynter,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,Davidson,-2.73612745289845
Malek Harwell,0,0,1,3,3,7,0,2,4,0,6,1,11,5,6,24,Boise St.,-7.922557571117735
Maleke Haynes,26,1,28,3,31,29,9,22,31,2,16,8,37,11,14,262,Pacific,3.7299664255762375
Maliek White,40,2,26,5,29,76,18,29,31,12,35,29,74,6,11,342,Providence,15.448808988582982
Malik Amos,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,Prairie View A&M,1.073932816178266
Malik Benlevi,28,25,79,34,74,226,31,28,113,28,61,78,151,42,62,712,Georgia St,30.26917909068872
Malik Crowfield,12,4,16,8,27,67,8,11,24,19,54,23,61,2,3,314,VCU,13.514996282640155
Malik Dime,13,43,60,39,54,97,9,21,99,0,0,37,74,23,38,385,Washington,7.549892723510197
Malik Eichler,1,2,21,6,35,49,4,6,27,6,10,17,33,9,16,168,Detroit,4.084319759645017
Malik Eichler,1,2,21,6,35,49,4,6,27,6,10,17,33,9,16,168,Detroit Mercy,4.084319759645017
Malik Ellison,77,6,74,21,86,228,27,54,95,30,80,78,181,42,73,736,St. John's,19.870198934088037
Malik Fitts,31,8,97,25,67,197,19,36,122,26,78,72,182,27,50,645,South Florida,18.949091950505892
Malik Hines,12,14,50,22,52,91,9,20,72,0,0,38,65,15,23,306,Massachusetts,12.190543269146666
Malik Hluchoweckyj,6,3,12,4,7,21,4,5,16,4,9,8,20,1,3,112,Bowling Green,16.3238202930455
Malik Johnson,143,1,76,12,81,129,33,57,88,13,52,42,136,32,49,900,Canisius,12.465706729654922
Malik London,6,16,43,24,44,96,4,14,67,0,0,40,59,16,28,238,Tenn-Martin,36.50847632007339
Malik Maitland,32,0,11,3,20,59,13,19,14,6,23,23,68,7,10,213,Morehead St.,14.709019859421408
Malik Massey,27,0,22,1,31,97,14,19,23,21,45,33,87,10,16,443,NC-Greensboro,13.005462054039372
Malik Metoyer,7,4,17,7,10,31,5,6,24,0,1,10,18,11,18,101,Northwestern St.,31.08412333484826
Malik Miller,2,24,78,27,58,130,10,23,105,7,33,52,104,19,30,428,Fairleigh Dickinson,24.39138143676206
Malik Monk,71,12,64,11,55,650,33,65,75,92,221,219,467,120,143,966,Kentucky,10.996289284098172
Malik Montoya,11,0,8,2,13,17,5,6,10,1,11,5,20,6,6,111,Seattle,8.75680812110273
Malik Moore,43,7,120,29,66,292,19,41,149,35,102,99,218,59,90,720,South Carolina Upstate,28.559966145613394
Malik Morgan,125,15,120,52,86,288,30,80,172,29,98,93,243,73,95,923,Tulane,24.198044431040064
Malik Pope,29,20,88,29,43,202,15,31,117,15,43,77,168,33,50,504,San Diego St.,33.22135509846877
Malik Pugh,16,1,13,3,23,48,4,19,16,3,14,13,39,19,28,155,Tenn-Martin,9.473840001872626
Malik Smith,3,1,10,4,21,17,3,5,14,0,5,7,19,3,5,91,N.C. Asheville,6.239996447227308
Malik Thames,40,3,59,7,35,158,20,31,66,24,76,52,150,30,40,553,UC Riverside,17.33893482122973
Malique Trent,10,0,10,2,16,44,9,10,12,2,13,15,37,12,19,124,Texas Christian,19.979992209054924
Maljhum McCrea,7,10,24,17,37,46,2,12,41,0,1,20,49,6,12,188,Texas State,15.136768368536297
Mamadi Diakite,6,37,45,23,62,104,8,9,68,3,10,42,72,17,32,371,Virginia,9.931097361730638
Mamadou Ndiaye,4,0,21,22,26,57,2,10,43,0,0,22,50,13,19,173,St. Peter's,22.967610855852936
Mandrell Worthy,8,3,9,12,13,19,6,8,21,1,8,6,24,6,8,137,Montana St.,11.579749229030039
Mangok Mathiang,20,31,102,72,72,201,14,35,174,0,0,79,155,43,66,587,Louisville,32.857394163039245
Manny Anderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Seton Hall,0.0
Manroop Clair,1,0,1,0,1,5,1,2,1,1,3,2,4,0,0,8,Seattle,29.6205334129834
Manu Giamoukis,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,6,Davidson,-17.247999780575963
Manu Lecomte,110,2,51,5,56,356,25,61,56,64,154,113,261,66,81,856,Baylor,29.773178653332167
Manuale Watkins,55,1,83,31,54,175,37,15,114,10,22,74,134,17,28,653,Arkansas,6.749451559489915
Marc Gosselin,27,19,144,61,95,258,30,70,205,29,82,89,222,51,63,831,Western Carolina,21.628484902982173
Marc Loving,55,17,113,33,64,376,16,83,146,54,142,117,278,88,119,1012,Ohio St.,22.492259430268366
Marc Reininger,0,0,1,2,2,2,0,2,3,0,0,1,3,0,0,18,Utah,-0.8664397918771038
Marc Seylan,12,0,25,17,22,22,5,7,42,0,6,8,33,6,15,260,Maryland - E. Shore,6.4987114157127
Marc-Eddy Norelia,22,12,69,30,32,185,11,24,99,1,4,74,132,36,58,436,Florida Gulf Coast,36.500441479701244
Marcanvis Hymon,15,32,101,47,91,110,20,36,148,0,1,44,86,22,51,668,Mississippi,5.529922950768598
Marcel Boyd,16,23,106,66,86,127,8,58,172,0,1,46,114,35,68,657,Howard,13.043323227556913
Marcel Pettway,47,13,132,73,76,328,31,61,205,0,0,139,238,50,90,900,Bryant,30.481857136768863
Marcel Thompson,3,1,8,3,23,72,2,9,11,19,53,26,68,1,3,203,Grambling State,13.591906379941701
Marcel White,11,3,23,3,20,151,12,17,26,27,69,51,117,22,32,304,Jacksonville,14.708528545210243
Marcquise Reed,53,0,52,14,49,297,39,34,66,30,70,91,205,85,95,620,Clemson,38.58738458424411
Marcus Allen,45,2,49,12,57,219,31,43,61,10,49,85,199,39,62,712,Stanford,17.458202782827133
Marcus Barham,51,14,80,21,59,336,29,54,101,64,167,110,294,52,74,847,Florida A&M,22.619668915345272
Marcus Bryan,7,13,40,26,58,62,4,13,66,0,0,24,45,14,30,271,NC-Wilmington,19.357880290270973
Marcus Burk,17,3,53,7,44,198,13,18,60,44,111,63,148,28,36,575,Campbell,23.843084515497846
Marcus DeBerry,82,3,102,8,34,298,16,46,110,58,198,100,311,40,54,945,Northern Arizona,15.725154189872233
Marcus Derrickson,38,18,78,29,78,215,12,32,107,31,87,71,161,42,49,609,Georgetown,26.074253600374835
Marcus Dickinson,17,0,19,3,18,60,5,8,22,8,17,19,42,14,17,204,Boise St.,22.7177196803559
Marcus Evans,111,3,84,12,76,563,29,103,96,71,184,169,388,154,197,910,Rice,35.24182738691636
Marcus Foster,69,1,76,6,53,543,20,63,82,64,182,207,441,65,88,904,Creighton,32.29668585736354
Marcus Graves,138,9,81,12,58,336,23,68,93,5,50,129,309,73,101,913,Sacramento State,24.838496904516226
Marcus Jackson,70,4,62,11,38,342,27,51,73,56,156,108,253,70,86,858,Rice,25.884578030521425
Marcus Johnson Jr.,82,0,78,14,36,379,25,58,92,49,149,123,325,84,103,984,Arkansas-Little Rock,24.0213485301796
Marcus Johnson Jr.,82,0,78,14,36,379,25,58,92,49,149,123,325,84,103,984,Little Rock,24.0213485301796
Marcus Keene,147,0,105,20,61,863,23,139,125,112,312,279,634,193,236,1082,Central Michigan,43.08583563745249
Marcus Larsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VMI,0.0
Marcus Lightfoot,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,Texas A&M CC,-130.9455156762364
Marcus LoVett,104,1,66,18,56,448,40,70,84,49,125,155,331,89,109,869,St. John's,34.09000860609566
Marcus Marshall,103,2,67,9,65,592,24,49,76,104,260,178,415,132,158,1011,Nevada,36.38427713250692
Marcus Merriweather,22,0,29,9,38,141,5,30,38,20,73,49,148,23,30,437,Alabama A&M,10.11009109452983
Marcus Neely,18,4,61,20,40,70,9,12,81,0,10,30,78,10,17,404,Florida Atlantic,14.094958528674983
Marcus Ottey,46,2,47,17,48,241,16,53,64,13,37,85,208,58,74,583,Illinois-Chicago,19.461278326162997
Marcus Owens,12,2,57,21,54,121,8,13,78,31,77,40,100,10,12,417,Lamar,20.393433265692455
Marcus Romain,51,6,75,26,56,360,19,86,101,25,61,117,250,101,151,600,Mississippi Valley State,32.41687536318491
Marcus Sheffield,39,2,40,1,38,190,20,35,41,21,66,61,168,47,59,532,Stanford,18.470071112960067
Marcus Tyus,46,3,65,19,82,503,43,70,84,70,148,157,318,119,146,790,Nebraska Omaha,39.16272339403546
Marcus Wallace,12,0,8,12,23,79,8,31,20,9,23,26,59,18,25,291,Arkansas-Pine Bluff,11.481778340700197
Marcus Washington,53,13,75,30,63,226,24,51,105,9,37,85,190,47,64,596,Louisiana-Monroe,27.484899482483637
Marcus Weathers,24,18,115,60,83,292,25,45,175,13,38,92,182,95,140,750,Miami (OH),63.470756685317426
Mareik Isom,0,3,9,1,12,18,0,3,10,4,9,7,12,0,3,66,Texas,1.540482258683195
Marek Hulva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Incarnate Word,0.0
Marial Shayok,31,9,63,12,40,260,26,34,75,15,49,105,236,35,46,615,Virginia,8.896139821392284
Maricus Glenn,4,6,34,17,58,35,7,11,51,0,0,15,27,5,13,238,Savannah State,9.602720882273497
Marin Maric,21,14,147,88,85,389,20,66,235,5,21,143,262,98,143,810,Northern Illinois,38.33377878164963
Mario Dunn Jr.,31,7,25,8,34,66,13,17,33,15,37,23,60,5,9,340,Montana,8.732828653548932
Mario Kegler,35,7,127,34,74,300,21,56,161,40,108,103,234,54,84,821,Mississippi St.,23.45127936486214
Mario Matasovic,10,13,50,25,61,129,11,21,75,11,35,42,96,34,43,378,Sacred Heart,23.64800059751039
Mario Soto,4,0,4,0,4,8,2,2,4,2,13,2,15,2,2,60,Eastern Washington,0.5604223001687368
Marius McAllister,0,0,1,4,5,4,0,2,5,0,1,1,3,2,2,22,North Carolina Central,8.904527858825828
Mark Alstork,101,17,116,25,85,557,21,128,141,64,169,164,416,165,194,889,Wright St.,31.975061858389967
Mark Carbone,22,1,25,6,63,76,10,21,31,19,65,23,82,11,12,394,San Diego,3.125194312966662
Mark Donnal,4,9,36,33,46,128,6,12,69,6,13,44,69,34,44,395,Michigan,6.448924524337431
Mark French,0,0,0,0,1,4,0,1,0,1,2,1,3,1,2,4,Texas A&M,5.082604013823261
Mark Gasperini,46,15,85,41,101,351,18,56,126,12,47,153,313,33,60,819,American U.,27.32893858715142
Mark Hughes,36,5,47,14,32,70,15,27,61,11,39,27,72,5,12,424,Wright St.,12.848366267707068
Mark Noble,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,3,Akron,129.55096815875177
Mark Plousis,0,0,2,0,0,9,1,1,2,0,0,2,4,5,5,21,Hartford,33.84071865152721
Mark Williams,39,8,67,20,80,189,5,33,87,14,61,73,179,29,39,490,Temple,19.857654306596274
Markel Crawford,61,4,104,34,68,401,45,43,138,42,120,145,298,69,91,990,Memphis,30.97840379932013
Markell Henderson,4,4,10,4,20,70,5,6,14,11,43,27,69,5,5,186,Tennessee Tech,18.937973588818153
Markell Johnson,68,10,34,15,56,119,26,32,49,12,48,46,122,15,26,592,N.C. State,15.570348590671301
Markell Lodge,2,29,71,51,60,140,6,10,122,0,0,63,83,14,37,521,St. Joseph's,30.936687742156124
Markelle Fultz,148,30,110,33,63,579,39,80,143,52,126,209,439,109,168,892,Washington,12.743674283373515
Markis McDuffie,57,8,130,54,63,360,36,47,184,27,75,118,247,97,122,779,Wichita St.,38.000697785316326
Marko Pirovic,19,0,68,31,56,158,22,24,99,15,60,55,138,33,50,525,Maine,21.24061731864743
Marko Stajkovski,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,Western Kentucky,9.871310086297939
Markos Psimitis,0,0,0,2,1,2,0,0,2,0,1,0,2,2,4,11,Saint Louis,7.444046855205394
Markus Howard,56,1,52,7,73,363,23,54,59,74,133,121,238,47,52,591,Marquette,40.028789542516115
Marlain Veal,126,2,83,25,65,419,53,109,108,42,106,142,300,93,124,853,Southeastern Louisiana,34.123577891125365
Marlin Davis,43,1,30,3,22,90,11,24,33,10,36,33,85,14,29,351,Texas State,16.77135751473712
Marlon Adams,11,10,71,39,72,128,9,34,110,3,10,55,101,15,44,500,Eastern Kentucky,16.83773024546155
Marlon Beck,35,1,34,7,26,144,25,18,41,31,104,49,136,15,22,456,Binghamton,23.28092977812841
Marlon Beck II,9,0,23,2,11,34,11,6,25,6,30,11,44,6,12,172,Binghamton,12.023410072576178
Marlon Daniel,1,0,3,3,1,1,0,4,6,0,5,0,6,1,3,29,Savannah State,-14.611647463258654
Marlon Jones,0,0,3,2,7,7,0,3,5,0,0,3,6,1,2,26,New Mexico St.,2.5823556403600287
Marqueese Grayson,25,2,47,3,36,127,14,31,50,22,57,43,119,19,27,440,Albany,14.693670877764669
Marquel Ingram,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,Bethune-Cookman,-284.42713929341335
Marquell Fraser,2,0,4,1,9,14,1,5,5,0,1,4,7,6,7,58,VCU,10.821947685020946
Marquelle McIntyre,1,0,1,1,0,1,0,2,2,0,0,0,1,1,2,2,Akron,-30.514152631467187
Marques Bolden,2,7,12,14,29,37,2,10,26,0,0,16,35,5,8,148,Duke,14.494471187743393
Marquez Letcher-Ellis,11,30,87,41,98,213,19,57,128,12,35,70,139,61,91,513,Rice,26.987056763349557
Marquill Smith,6,3,12,1,7,49,1,8,13,10,26,13,32,13,16,94,San Francisco,32.746974506726524
Marquis Cunningham,5,4,21,11,41,45,9,24,32,0,0,18,47,9,17,181,Arkansas-Pine Bluff,4.8169863549299174
Marquis Salmon,1,1,4,2,9,6,0,1,6,1,2,2,6,1,2,45,Wagner,6.256912173550615
Marquis Vance,51,26,138,47,61,281,17,50,185,36,103,98,268,49,93,731,Alcorn St.,25.251117165259153
Marquis Wright,148,5,87,37,61,494,32,79,124,47,129,172,416,103,142,1016,Siena,32.2122180044112
Marquise Moore,107,22,255,48,58,503,28,80,303,8,25,178,357,139,197,1018,George Mason,41.75148979096146
Marquise Pointer,56,6,40,21,41,133,23,42,61,19,78,46,156,22,34,663,Charleston,5.770774085495216
Marshall Graves,3,0,4,1,7,2,1,3,5,0,4,1,7,0,1,45,Louisiana State,-6.93955900677913
Marshall Thorpe,0,1,1,2,2,0,1,1,3,0,0,0,2,0,0,5,Oklahoma,5.014620124236116
Marshall Wood,3,4,44,9,41,103,9,24,53,22,67,36,96,9,14,384,Richmond,10.360890747275795
Marshawn Blackmon,0,0,2,2,4,2,1,1,4,0,0,1,3,0,0,16,Eastern Illinois,7.288024858638498
Marshawn Wilson,18,2,21,10,15,74,6,14,31,7,28,23,69,21,30,210,Northern Illinois,21.362821055230185
Martez Cameron,123,0,61,25,78,145,26,69,86,1,11,50,163,44,68,809,Morgan St.,10.761402291336847
Martez Harrison,20,1,12,2,16,86,12,18,14,6,13,30,57,20,24,156,UMKC,38.505141456248715
Martez Walker,42,10,76,39,54,488,25,54,115,56,186,156,366,120,143,973,Oakland,28.875591092027445
Martin Dixon-Green,5,2,26,16,24,52,4,14,42,6,18,17,49,12,18,165,Canisius,15.319712186488635
Martin Jones,5,0,5,6,13,20,2,3,11,4,20,7,27,2,5,96,No.Carolina A&T,7.325826951942074
Martin Krampelj,4,10,27,24,18,63,0,9,51,2,6,23,44,15,25,134,Creighton,40.8690904977523
Martinas Geben,23,9,68,36,57,96,9,16,104,0,0,38,61,20,26,375,Notre Dame,29.537056167165638
Martins Igbanu,5,10,59,52,59,167,5,42,111,5,9,55,100,52,87,428,Tulsa,27.064539336531006
Marty Leahy,5,0,12,4,15,32,4,6,16,6,12,8,22,10,11,168,Western Kentucky,13.435165217447874
Marvin Jean-Pierre,31,10,54,38,57,244,19,40,92,14,41,91,186,48,68,609,Louisiana-Monroe,29.227332719463366
Marvin Jones,15,40,135,59,101,240,15,28,194,4,19,84,145,68,86,705,Texas Southern,34.89283574048982
Marvin Prochet,42,37,126,55,83,311,21,37,181,31,102,118,297,44,54,1004,Niagara,22.415754083297145
Marvin Smith,21,15,78,40,81,225,24,41,118,39,132,75,221,36,46,715,NC-Greensboro,18.17917252221553
Mason Aucoin,0,0,3,2,0,2,0,0,5,0,3,0,4,2,2,12,Louisiana-Lafayette,9.58241057551844
Mason Faulkner,55,2,57,11,54,206,22,36,68,19,81,67,170,53,71,501,Northern Kentucky,26.278967751140748
Mason Peatling,19,13,64,25,58,116,12,19,89,11,28,48,89,9,18,462,Eastern Washington,23.704913648453235
Mason Ramsey,36,9,69,59,111,290,30,49,128,4,20,112,222,62,96,821,Tennessee Tech,24.578985638586403
Mason Riggins,9,12,33,39,52,80,7,18,72,0,0,31,58,18,38,365,Long Beach St.,18.79658567445364
Mason Schoen,2,0,1,0,3,9,0,1,1,3,5,3,6,0,3,21,Kansas St.,21.496919205840268
Mateen Hirbod,1,0,0,1,1,8,0,1,1,1,3,2,5,3,4,13,Houston,13.781883007634304
Matej Buovac,15,3,67,17,41,248,14,27,84,58,163,73,202,44,57,618,Sacred Heart,22.016237546673157
Matej Kavas,13,9,56,10,42,193,6,18,66,34,86,67,155,25,36,467,Seattle,23.37224968349198
Mathieu Kamba,53,15,116,85,84,399,24,66,201,7,19,150,287,92,156,931,Central Arkansas,30.58281726926366
Matija Milin,23,7,76,26,66,197,13,33,102,23,77,82,175,10,19,614,Fairfield,19.273639822466127
Matisse Thybulle,50,22,66,24,84,291,58,54,90,44,119,106,243,35,40,852,Washington,6.807468522641517
Matt Battaglia,4,0,2,1,5,12,1,0,3,4,19,4,22,0,1,66,Sacramento State,1.0202345412187774
Matt Bullock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Rutgers,0.0
Matt Chastain,0,0,0,1,0,2,1,0,1,0,1,1,2,0,2,10,Loyola-Chicago,20.758168761839126
Matt Cimino,18,13,32,11,42,80,6,28,43,11,28,30,63,9,14,326,American U.,16.46739128031171
Matt Dahlen,15,4,34,15,62,36,7,19,49,0,1,13,28,10,20,282,Oregon St.,7.811174909048713
Matt Donlan,48,7,100,17,60,271,11,31,117,57,161,86,240,42,49,786,Youngstown St.,20.144337330487154
Matt Elmore,0,1,6,1,8,12,1,0,7,1,5,3,8,5,6,33,NC-Wilmington,26.35187965692879
Matt Farrell,161,5,56,8,61,429,43,76,64,69,161,144,323,72,86,1018,Notre Dame,32.09467761900643
Matt Ferris,2,0,2,3,1,0,1,0,5,0,2,0,5,0,0,11,Wisconsin,11.479681647797475
Matt Fox,15,1,41,10,40,130,14,11,51,32,85,42,105,14,16,487,Bowling Green,18.40441854046738
Matt Fraschilla,1,0,0,0,3,3,0,0,0,1,1,1,2,0,0,12,Harvard,15.5591719777149
Matt Freeman,6,4,29,8,19,71,6,15,37,14,42,25,65,7,8,218,Oklahoma,9.615383184619423
Matt Frierson,39,0,28,6,28,163,16,12,34,50,145,53,154,7,9,485,The Citadel,18.701909488365615
Matt Galloway,1,0,1,0,6,3,1,0,1,1,8,1,8,0,0,37,Virginia Tech,-6.100233511647938
Matt Gregory,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,6,Notre Dame,-51.71811473796506
Matt Grooms,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,Boise St.,-25.601513537348346
Matt Harris,51,3,59,21,78,315,22,50,80,61,163,93,232,68,74,804,Massachusetts Lowell,23.10614634521736
Matt Hart,27,1,36,11,24,124,7,19,47,26,64,43,108,12,14,423,George Washington,19.400059297124614
Matt Hauser,151,1,51,5,45,281,24,44,56,35,100,98,232,50,65,990,Santa Clara,25.02718241016296
Matt Hein,0,1,3,0,3,7,1,1,3,1,4,2,7,2,2,26,Illinois St.,13.235059657638441
Matt Heldt,6,13,46,33,60,72,6,8,79,0,0,27,37,18,30,369,Marquette,22.457565541022944
Matt Holba,30,16,86,34,75,115,15,33,120,8,19,44,80,19,27,582,Lehigh,19.616148523983508
Matt Howard,39,6,120,52,64,310,30,41,172,36,100,116,239,42,73,762,Pennsylvania,32.54267693821567
Matt Hubbard,1,0,6,4,10,10,0,7,10,2,10,3,13,2,2,49,Santa Clara,-7.621393081873978
Matt Husek,26,22,69,8,66,215,16,18,77,39,99,82,170,12,17,600,Holy Cross,29.78018154624431
Matt Jones,61,5,55,35,73,228,46,37,90,44,129,85,214,14,21,1017,Duke,18.00513268814359
Matt Kennedy,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12,Villanova,6.739458854447062
Matt Klinewski,34,16,128,47,76,472,13,74,175,0,3,191,374,90,116,803,Lafayette,17.680858531818366
Matt MacDonald,34,0,42,13,36,73,12,15,55,12,38,23,63,15,23,440,Pennsylvania,14.77083077861885
Matt McQuaid,36,1,35,17,57,158,13,22,52,33,97,51,144,23,33,583,Michigan St,15.135148756953742
Matt Mobley,82,10,163,16,70,561,48,69,179,84,212,169,393,139,163,1114,St. Bonaventure,35.882252226116385
Matt Mooney,56,3,116,14,58,542,59,75,130,64,176,186,403,106,150,911,South Dakota,20.02108586574165
Matt Morgan,53,6,105,11,54,471,20,64,116,78,215,154,343,85,99,848,Cornell,33.671749192430205
Matt Neufeld,4,1,16,5,24,25,2,11,21,0,0,10,19,5,8,142,Saint Louis,6.7620218233657825
Matt O'Boyle,10,0,8,6,13,19,0,5,14,2,11,7,20,3,5,120,Appalachian St.,8.902021707277337
Matt O'Leary,65,11,141,28,60,407,29,44,169,61,134,147,290,52,72,847,Indiana - Purdue,37.89613200007911
Matt O'Reilly,5,1,15,3,31,109,4,8,18,34,111,37,117,1,4,348,Bucknell,9.928762782604116
Matt Rafferty,14,11,41,23,32,87,12,20,64,2,10,34,62,17,25,293,Furman,28.967638960766802
Matt Rosenwinkel,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3,Northern Kentucky,18.984993051715943
Matt Ryan,11,1,22,6,24,104,4,13,28,31,72,35,83,3,4,233,Notre Dame,25.930993896183175
Matt Schaffer,0,0,3,0,0,6,0,0,3,1,1,1,2,3,3,9,Toledo,62.23280141333835
Matt Scott,99,14,175,56,79,561,45,87,231,65,173,187,430,122,170,1139,Niagara,34.5164846546049
Matt Shrigley,17,9,42,10,28,139,17,13,52,40,121,44,135,11,17,530,San Diego St.,18.104082817239764
Matt Smith,14,21,89,65,85,281,19,46,154,0,0,109,190,63,104,646,Cal. State - Bakersfield,33.39556175492348
